mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,data_set
31.61501564979553,4.820025787449007,0.3712806224822998,0.030249579432343125,150,{'n_estimators': 150},0.6043721674220208,0.592375366568915,0.584377499333511,0.5873100506531591,0.5970666666666666,0.5931003501288544,0.007112338956305313,3,0.6428047723788576,0.6412717456508699,0.6445377591148437,0.642871425714857,0.6432951213009864,0.6429561648320828,0.0010472535828531056,database_10
12.904342746734619,2.4401834309599595,0.18408031463623048,0.011673945640278138,50,{'n_estimators': 50},0.6000967117988395,0.5984042553191489,0.5900846432889963,0.5949214026602176,0.5995163240628779,0.5966046674260159,0.0037216859049887096,3,0.6205187110815549,0.6162868024907805,0.6175190424374319,0.6197557731834119,0.6178817555313747,0.6183924169449109,0.0015386381853845913,database_15
24.58252315521241,2.0515406275225745,0.3432005405426025,0.05581232184456997,100,{'n_estimators': 100},0.6071083172147002,0.6068665377176016,0.5927448609431679,0.5963724304715841,0.5995163240628779,0.6005216940819863,0.005698191574627185,1,0.6348467444531769,0.6311589383955021,0.631906661830492,0.6318462096481683,0.6293072179905694,0.6318131544635818,0.0017843890141095073,database_15
31.948856210708623,3.962431510617453,0.3338404655456543,0.02893375528337293,150,{'n_estimators': 150},0.6022727272727273,0.6063829787234043,0.5944377267230955,0.5896009673518743,0.600241837968561,0.5985872476079324,0.005917188684839385,2,0.6416782540354271,0.6384740946738408,0.643029863378068,0.6417603675492686,0.6386168540684318,0.6407118867410072,0.0018331976804484547,database_15
13.487783765792846,1.770684872982651,0.196560287475586,0.007642391366541052,50,{'n_estimators': 50},0.5963323022536456,0.587273530711445,0.5932390631904552,0.5911602209944752,0.5969060773480663,0.5929822388996174,0.0035382054713162,3,0.6189371340183405,0.618826648989062,0.6142415202740029,0.6151466607744572,0.6197315362094681,0.6173767000530661,0.0022309185028441,database_20
24.85396361351013,1.177462161254733,0.3650406837463379,0.0596891043206596,100,{'n_estimators': 100},0.5963323022536456,0.5927971718957137,0.5983208130799823,0.6011049723756906,0.5986740331491712,0.5974458585508406,0.0027753690745497698,1,0.6309247596950613,0.6297646668876368,0.6288807866534084,0.6251450035905651,0.6320499364746175,0.6293530306602578,0.002359812862721696,database_20
32.691417407989505,3.900401269779632,0.3432005882263184,0.017088950132338656,150,{'n_estimators': 150},0.5947856827220503,0.5939019001325674,0.5969951391957579,0.5984530386740331,0.5924861878453038,0.5953243897139424,0.0021423781097575007,2,0.6410341398740471,0.6372224063639377,0.6376643464810519,0.6355852621112523,0.6379605590233663,0.6378933427707311,0.0017719455839344677,database_20
6.449051284790039,2.1667667904097554,0.09360017776489256,0.03946530894729122,50,{'n_estimators': 50},0.582513028372901,0.5778807180081066,0.5767226404169079,0.5894614939200926,0.57498552403011,0.5803126809496236,0.0052100622486170025,1,0.6297046902142444,0.635060799073538,0.6278228141285466,0.6295599305153445,0.6344817602779386,0.6313259988419224,0.00289577295889983,database_1
12.723382472991945,1.9012997313810704,0.1216801166534424,0.015284763263745347,100,{'n_estimators': 100},0.5842501447596989,0.57498552403011,0.5738274464389114,0.5628257093225246,0.5622466705269253,0.571627099015634,0.008257344977406319,2,0.6556166763173132,0.6588013896931094,0.6554719166184134,0.6502605674580196,0.6541690793283149,0.6548639258830342,0.0027609283848018945,database_1
14.302105188369751,0.9851216493496696,0.1310401439666748,0.015908971720933536,150,{'n_estimators': 150},0.5773016792125072,0.5645628257093225,0.5709322524609148,0.5645628257093225,0.5778807180081066,0.5710480602200347,0.005829629623000932,3,0.6719745222929936,0.6763173132599885,0.6774753908511869,0.6745801968731905,0.6722640416907932,0.6745222929936305,0.0021696576717076294,database_1
10.832658958435056,1.9369078579059125,0.16224031448364254,0.051833484158514034,50,{'n_estimators': 50},0.5900449360525406,0.6021431040442448,0.5941928793639821,0.5962668510197028,0.6078838174273858,0.5981063175815712,0.006254273039320321,1,0.6277763373952122,0.6199118485869847,0.6288134128424511,0.6298504882896897,0.6253888696854476,0.6263481913599571,0.0035420278995557525,database_5
19.047633552551265,1.9392033229716263,0.2714404582977295,0.02893381184384257,100,{'n_estimators': 100},0.5772554441755963,0.6028344279294849,0.5921189077082614,0.591081921880401,0.6071922544951589,0.5940965912377806,0.010435227683658087,2,0.6420361247947455,0.6357272491573762,0.6424682395644283,0.6431596231959208,0.644141030072589,0.6415064533570121,0.002975861243685709,database_5
24.373482751846318,2.903543530634101,0.2558404922485352,0.018719927470226716,150,{'n_estimators': 150},0.5751814725198756,0.5914275838230211,0.5979951607328033,0.5948842032492223,0.6068464730290456,0.5932669786707936,0.01039079105857958,3,0.6543946072076744,0.6477400397545588,0.6575058335493907,0.6546538760694841,0.6523505012098167,0.6533289715581849,0.003241317334767527,database_5
12.841942405700687,3.2823496267251517,0.1809603214263916,0.0076424886998985465,50,{'n_estimators': 50},0.6038389762729939,0.5905091975473207,0.5875766462276726,0.5966408957611303,0.5925333333333334,0.5942198098284901,0.005641533289406421,1,0.6206758648270346,0.6180763847230554,0.6263413983869893,0.6197427181230419,0.6210343908291123,0.6211741513778467,0.0027789718804512517,database_10
24.68860340118408,3.990517503164195,0.3369606494903564,0.02334800597703823,100,{'n_estimators': 100},0.6006398293788323,0.5985070647827246,0.5865102639296188,0.5875766462276726,0.5957333333333333,0.5937934275304364,0.0057366832009909646,2,0.6350729854029195,0.6306072118909551,0.6349396787309205,0.633873225354929,0.6366302319381498,0.6342246666635748,0.002011324004509762,database_10
31.61501564979553,4.820025787449007,0.3712806224822998,0.030249579432343125,150,{'n_estimators': 150},0.6043721674220208,0.592375366568915,0.584377499333511,0.5873100506531591,0.5970666666666666,0.5931003501288544,0.007112338956305313,3,0.6428047723788576,0.6412717456508699,0.6445377591148437,0.642871425714857,0.6432951213009864,0.6429561648320828,0.0010472535828531056,database_10
12.904342746734619,2.4401834309599595,0.18408031463623048,0.011673945640278138,50,{'n_estimators': 50},0.6000967117988395,0.5984042553191489,0.5900846432889963,0.5949214026602176,0.5995163240628779,0.5966046674260159,0.0037216859049887096,3,0.6205187110815549,0.6162868024907805,0.6175190424374319,0.6197557731834119,0.6178817555313747,0.6183924169449109,0.0015386381853845913,database_15
24.582523155212407,2.0515406275225745,0.3432005405426025,0.05581232184456997,100,{'n_estimators': 100},0.6071083172147002,0.6068665377176016,0.5927448609431679,0.5963724304715841,0.5995163240628779,0.6005216940819863,0.005698191574627185,1,0.6348467444531769,0.6311589383955021,0.631906661830492,0.6318462096481683,0.6293072179905694,0.6318131544635818,0.0017843890141095073,database_15
31.948856210708623,3.962431510617453,0.3338404655456543,0.02893375528337293,150,{'n_estimators': 150},0.6022727272727273,0.6063829787234043,0.5944377267230955,0.5896009673518743,0.600241837968561,0.5985872476079324,0.005917188684839385,2,0.6416782540354271,0.6384740946738408,0.643029863378068,0.6417603675492686,0.6386168540684318,0.6407118867410072,0.0018331976804484547,database_15
13.487783765792846,1.770684872982651,0.19656028747558596,0.007642391366541052,50,{'n_estimators': 50},0.5963323022536456,0.587273530711445,0.5932390631904552,0.5911602209944752,0.5969060773480663,0.5929822388996174,0.0035382054713162,3,0.6189371340183405,0.618826648989062,0.6142415202740029,0.6151466607744572,0.6197315362094681,0.6173767000530661,0.0022309185028441,database_20
24.85396361351013,1.177462161254733,0.3650406837463379,0.0596891043206596,100,{'n_estimators': 100},0.5963323022536456,0.5927971718957137,0.5983208130799823,0.6011049723756906,0.5986740331491712,0.5974458585508406,0.00277536907454977,1,0.6309247596950613,0.6297646668876368,0.6288807866534084,0.6251450035905651,0.6320499364746175,0.6293530306602578,0.002359812862721696,database_20
32.691417407989505,3.900401269779632,0.3432005882263184,0.017088950132338656,150,{'n_estimators': 150},0.5947856827220503,0.5939019001325674,0.5969951391957579,0.5984530386740331,0.5924861878453038,0.5953243897139424,0.0021423781097575007,2,0.6410341398740471,0.6372224063639377,0.6376643464810519,0.6355852621112523,0.6379605590233663,0.6378933427707311,0.0017719455839344677,database_20
